county,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,prosperity_score
Clinton KY,7956,8065.19676,14228.064,17027.8392,5805.11136,10505.9502,7598.41404,-1.358381219204612
Crittenden KY,7956,8095.17768,14760.8292,18895.932,5815.9746,10545.39768,8261.67192,-0.6266849593427245
Cumberland KY,7956,8125.16088,14305.1412,14549.022,5826.83868,10412.9436,6949.33956,-1.3590160691505433
Daviess KY,10131.9126,7825.33812,14313.4536,19294.98,6506.61984,15129.456,10148.78904,0.17511324138406503
Edmonson KY,8603.6352,8155.14252,15695.6592,16923.9384,6072.36624,14399.574,9265.344,-0.918809944085992
Elliott KY,7956,8275.07004,14164.4004,14297.5476,5881.15644,10441.9746,6906.43728,-1.3556916193523563
Estill KY,7956,8245.08912,14145.912,14153.8476,5870.29392,10498.21212,6866.79276,-1.5248334768647778
Fayette KY,11316.01908,9204.51636,13968.8364,14049.948,7435.39968,16795.1148,10035.23436,0.6973686903065791
Fleming KY,7956,8125.16088,14161.734,14297.5476,5826.83868,10785.59844,6943.3476,-0.9688645472139138
Floyd KY,7956,9114.5706,13706.9892,13794.5988,6185.34156,10641.906,7009.8516,-1.3992627941127143
Franklin KY,9396,8904.69648,14340.0048,14153.8476,6631.06416,11737.53876,8019.88692,0.34871102335661863
Fulton KY,7956,7915.28544,13694.7252,18895.932,5750.79276,10460.11812,7888.8516,-1.030043858989825
Gallatin KY,9062.5818,8724.80352,15032.94,17139.4872,6445.07076,14725.2348,9603.32808,-0.7980022231475163
Garrard KY,8544,8185.12428,15611.9976,14153.8476,6061.62156,10884.34932,7558.92552,-0.3385592492953988
Grant KY,9432,7375.60692,14082.6,17139.4872,6090.05892,15432.324,9186.45336,-0.3622105981180521
Graves KY,7956,7765.37472,14534.994,18895.932,5696.4738,10538.60964,8079.76536,-0.19161016132858913
Grayson KY,7956,7615.46412,14168.7228,17351.1636,5642.15592,10733.67696,7565.97288,-1.049949885014925
Green KY,7956,7915.28544,14577.5952,14549.022,5750.79276,10409.78544,6944.85576,-0.9451246657713464
Greenup KY,9269.65944,9264.48048,14113.9032,14193.648,6715.65012,14828.1396,8877.42996,-0.22583369026156644
Hancock KY,8643.08868,8065.19676,15186.0132,19294.98,6054.07104,14019.306,9638.29692,-0.20103929747700577
Hardin KY,10273.19604,7945.2678,14294.9916,13798.4736,6601.2678,16133.6328,9052.70292,0.13043297372242746
Harlan KY,7956,8484.9456,14000.9136,13794.5988,5957.20308,10699.6824,6873.26592,-1.522110913267457
Harrison KY,7956,9054.60648,14144.4936,14153.8476,6163.61352,10585.27512,7187.2734,-0.2990579028352283
Hart KY,7956,7885.30368,14316.1044,14549.022,5739.92904,10755.46944,6956.54664,-1.0983454828088224
Henderson KY,8996.29392,7825.33812,14617.7364,19294.98,6095.14092,14421.8292,9635.30496,-0.0688165831101742
Henry KY,10014.32964,8514.92796,15407.1168,13798.4736,6713.8806,15401.3808,9265.281,-0.3090634193585798
Hickman KY,7956,8125.16088,14929.8492,18895.932,5826.83868,10514.5518,8309.36724,-0.6818415798135069
Hopkins KY,8400,8275.07004,14884.524,13902.3732,6042.03516,10867.01292,7271.54664,-0.5331294956978697
Jackson KY,7956,7945.2678,14452.4796,14153.8476,5761.65672,10771.84788,6913.17552,-1.4701728309932633
Jefferson KY,11182.66776,8844.73248,13564.626,13798.4736,7256.71656,16314.51,9558.91404,0.5224530466546361
Jessamine KY,9964.66404,8754.78516,15115.8,14049.948,6782.79492,15693.9996,9400.57032,0.2274025737568237
Johnson KY,7956,8365.01736,13886.9724,13794.5988,5913.74784,10538.60964,6754.78932,-1.1185787028686935
Kenton KY,10484.67036,9024.624,14077.0248,17139.4872,7068.98652,15847.311600000001,10264.4766,0.49048650464832644
Knott KY,7956,8634.8562,14204.3448,13794.5988,6011.52132,10538.60964,6939.84744,-1.7196199432198676
Knox KY,7956,7885.30368,13522.1904,13794.5988,5739.92904,10984.41216,6599.82792,-1.3352604174576188
Larue KY,8732.8374,7975.25028,15447.4908,13798.4736,6053.99892,14850.288,8471.781,-0.6532760241431746
Laurel KY,8052,7645.44576,13874.4888,13794.5988,5687.80368,10633.24584,6547.03488,-0.6656499168649003
Lawrence KY,7956,8365.01736,14074.5912,14297.5476,5913.74784,10545.39768,6943.1916,-1.4587150381354606
Lee KY,7956,8245.08912,14337.6888,13794.5988,5870.29392,10545.39768,6834.29664,-1.7379956388668674
Leslie KY,7956,8424.9822,14252.8428,13794.5988,5935.47552,10545.39768,6877.57836,-1.6327167995920167
Letcher KY,7956,8754.78516,14130.2628,13794.5988,6054.97632,10484.13792,6949.24584,-1.4107054572005844
Lewis KY,7956,8185.12428,14430.3408,14297.5476,5848.56624,10545.39768,6973.05468,-1.0093992275451127
Lincoln KY,7956,7915.28544,14302.5984,14153.8476,5750.79276,10491.43428,6785.88648,-1.0508817675117517
Livingston KY,8136,8125.16088,14730.852,18895.932,5892.05964,10515.2322,8321.85936,-0.48126590005524417
Logan KY,8040,8095.17768,14324.3748,14549.022,5846.41116,10914.70968,7109.66376,-0.4766811267766737
Lyon KY,7956,8275.07004,15463.2012,18895.932,5881.15644,10412.9436,8478.69504,-0.21776556673531844
McCracken KY,9660,8065.19676,14186.832,18895.932,6422.53788,11379.12084,8936.85132,0.03318474344487384
McCreary KY,7956,7885.30368,14060.0376,14549.022,5739.92904,10412.9436,6794.88276,-1.757864140190437
McLean KY,6851.22876,7885.30368,15740.7432,13798.4736,5339.62716,12683.1984,7252.06272,-0.012247879949293217
Madison KY,8760,8155.14252,14493.0672,14153.8476,6129.02304,11061.21384,7374.05052,0.08745980029222693
Magoffin KY,7956,8544.91044,13741.752,13794.5988,5978.93076,10431.08784,6752.71068,-1.747912200986839
Marion KY,8220,7945.2678,14380.4496,13902.3732,5857.31436,10559.63376,6865.62528,-0.3889761635448803
Marshall KY,8892,8634.8562,15321.9468,18895.932,6350.6712,10945.96068,9051.26592,0.03890707421834002
Martin KY,8160,8424.9822,13783.7544,13794.5988,6009.393,10528.69632,6821.41776,-1.5504249881483771
Mason KY,8268,8335.03488,13896.8544,14297.5476,6015.9342,10589.48436,7010.78544,-0.1746517814867289
Meade KY,9300,8724.80352,14736.936,13798.4736,6531.09672,15321.8544,8884.78128,-0.40043602867119543
Menifee KY,7956,8185.12428,14648.418,14297.5476,5848.56624,10478.26392,7013.76924,-1.4294252987740377
Mercer KY,8160,8095.17768,15363.6504,14153.8476,5889.89208,10940.5818,7333.96872,0.08384752956685844
Metcalfe KY,7956,7945.2678,14570.3676,14549.022,5761.65672,10417.68096,6956.0544,-1.3516305610391164
Monroe KY,7956,8245.08912,14516.2692,17027.8392,5870.29392,10442.4456,7724.29692,-1.24122286231262
Montgomery KY,8688,8125.16088,13753.2012,14153.8476,6092.07096,11231.06172,7183.3674,-0.16152921190355377
Morgan KY,7956,8245.08912,14181.4692,14297.5476,5870.29392,10491.43428,6913.36308,-1.3985848466760469
Muhlenberg KY,7956,7885.30368,14444.5272,13902.3732,5739.92904,10409.78544,6723.14424,-0.7532486901738032
Nelson KY,8700,8604.87372,15250.2696,13902.3732,6270.23808,11188.593,7686.37128,0.1541834542986197
Nicholas KY,7956,8245.08912,14540.5236,14153.8476,5870.29392,10808.41188,7056.97632,-1.0342430244402316
Ohio KY,7956,7585.48164,14447.8056,13902.3732,5631.29184,10744.13088,6703.96512,-0.7705265808957898
Oldham KY,11798.93484,8934.67752,15687.5124,13798.4736,7512.60576,16796.1612,10497.06228,1.7601693539398438
Owen KY,7956,8574.89136,15412.9932,14153.8476,5989.79376,10627.998,7364.16432,-0.5754812840984428
Owsley KY,7956,8514.92796,14224.5276,13794.5988,5968.06716,10436.53056,6873.62916,-2.1409232062364953
Pendleton KY,9773.62572,8964.65988,15829.3452,17139.4872,6789.61968,15286.272,10301.47632,-0.2460255000680228
Perry KY,7956,8604.87372,13548.7908,13794.5988,6000.65736,10693.16016,6793.48824,-1.3708358592779977
Pike KY,8532,8604.87372,13796.7372,13794.5988,6209.36496,10920.92508,7133.59356,-1.37684347491982
Powell KY,8316,8335.03488,13995.4356,14153.8476,6033.32628,10670.37372,7038.05856,-1.2984502842012604
Pulaski KY,8364,7645.44576,13700.7072,14549.022,5800.85376,10715.68284,6841.5,-0.5923031903438188
Robertson KY,7956,8005.23192,14761.5924,14297.5476,5783.38368,10412.9436,6960.56616,-1.17977596212129
Rockcastle KY,7956,7825.33812,14229.8712,14153.8476,5718.20136,10656.30252,6777.67164,-1.197144667256379
Rowan KY,8556,8245.08912,13568.3556,14297.5476,6087.69732,11019.657,7110.92208,-0.49145448438021827
Russell KY,7956,7765.37472,14092.2528,14549.022,5696.4738,10913.64912,6894.7266,-0.9510946629876255
Scott KY,11366.53716,9174.53544,15313.2096,14049.948,7442.84112,16836.2772,10406.55468,0.8225944552002646
Shelby KY,10404,8814.74928,15449.9916,13798.4736,6963.71124,15660.5112,9593.13276,0.7262122882844002
Simpson KY,9108,9084.58812,14150.8524,17027.8392,6591.89208,11127.88548,8533.6794,-0.3229555628972423
Spencer KY,8332.43556,8814.74928,15894.81,13798.4736,6213.10176,14086.8756,8546.8206,0.2972085070969583
Taylor KY,7956,7735.39236,13685.8632,14549.022,5685.61008,10490.49312,6659.39868,-0.45840085811597664
Todd KY,7956,8574.89136,14798.8188,19398.8808,5989.79376,10520.46612,8572.98408,-0.7150539729877897
Trigg KY,6372.42996,8664.84012,15742.6308,19294.98,5448.5958,12883.3824,8883.10176,-0.37155869718287127
Trimble KY,9179.80224,8275.07004,15588.0024,13798.4736,6324.58884,14749.1436,8752.61724,-0.13182072725321112
Union KY,7956,8275.07004,14438.1828,19398.8808,5881.15644,10564.91376,8380.17996,-0.4339025214845425
Warren KY,10180.96872,8275.07004,14308.6752,16923.9384,6687.35004,15650.8272,9839.67996,0.08185836280789265
Washington KY,8088,8005.23192,14774.2116,13902.3732,5831.21268,10883.30196,7032.75372,-0.14921277062260346
Wayne KY,7956,7975.25028,14207.9076,14549.022,5772.52044,10819.5234,6977.69892,-0.8926914827982401
Webster KY,7956,8065.19676,15304.1232,13902.3732,5805.11136,10846.3674,7139.16432,-0.59805584360027
Whitley KY,7956,8095.17768,13677.546,13794.5988,5815.9746,10831.99872,6678.05496,-1.169703022496072
Wolfe KY,7956,8275.07004,13610.5884,13794.5988,5881.15644,10913.64912,6748.32792,-1.5094594997458526
Woodford KY,9737.33352,9534.32148,15716.3028,14049.948,6982.88016,15508.764,9708.65628,0.7070658227825243
Acadia LA,8700,9114.5706,13866.2988,18289.0836,6454.92192,9059.85936,7041.48408,-0.878870561532716
Allen LA,8700,8365.01736,14091.4524,18536.6832,6183.3288,7539.53028,6513.219,-0.7197198920543008
Ascension LA,12896.0904,10133.96412,14954.9004,17355.0384,8344.69704,10845.3816,9310.16376,0.8839545186156045
Assumption LA,9228,8874.71412,15304.992,17566.7124,6559.3272,7768.89624,6995.1174,-0.5276527416305724
Avoyelles LA,8700,9174.53544,13963.986,18752.2344,6476.64912,7516.65456,6811.90212,-1.0669588541960626
Beauregard LA,8700,9444.375,15258.372,18536.6832,6574.42236,7716.69072,7231.11696,-0.6980891457654099
Bienville LA,8700,9324.44532,14170.0776,18069.6612,6530.967,7508.157,6740.21484,-1.5989619553536247
Bossier LA,11891.79276,9414.39252,14423.694,14948.07,7720.07076,10187.05008,7827.25776,-0.14603553368106478
Caddo LA,9554.19216,9444.375,14114.7396,14948.07,6883.92996,9162.76752,6690.32448,-0.6927504005541388
Calcasieu LA,10412.0772,9684.23076,14404.8384,16492.8396,7281.68484,9576.7038,7642.15644,-0.44162201942368223
Caldwell LA,9144,9114.5706,14160.1884,18895.932,6615.80052,7482.76104,7023.28488,-1.2523415612811204
Cameron LA,11325.6372,8604.87372,16012.5684,18432.7836,7221.61008,9980.34156,8579.469,-0.3472372065974951
Catahoula LA,8700,9054.60648,14256.4368,18752.2344,6433.19388,7539.49656,6850.66404,-1.2998007069323378
Claiborne LA,9276,9204.51636,14039.826,18069.6612,6696.21972,7529.78244,6871.0818,-1.4820087790402683
Concordia LA,8700,9414.39252,13230.2016,18752.2344,6563.55912,7454.10864,6691.96512,-1.3038479008991137
De Soto LA,7612.18584,9114.5706,14839.3668,17965.7604,6060.76356,8311.8252,6638.26176,-1.0924319072204158
East Baton Rouge LA,12252.6,10253.89236,13828.6416,17355.0384,8154.98952,10552.52712,8782.77324,0.029761559975418923
East Carroll LA,8700,9174.53544,13296.0576,18895.932,6476.64912,7533.64824,6682.32792,-2.313124281059057
East Feliciana LA,8496.71196,10044.0168,15636.0192,18468.7092,6718.03788,8843.21484,7731.7266,-0.8056571720930701
Evangeline LA,8700,9534.32148,13779.2736,18392.9844,6607.01436,7371.92064,6761.20308,-1.2598744044582295
Franklin LA,8700,8694.82032,14038.8768,18895.932,6302.82936,7322.40012,6651.14064,-1.4245367521866912
Grant LA,8664.95292,9324.44532,14441.0724,16744.314,6518.26836,8884.53144,6810.2424,-1.3633701967051526
Iberia LA,9504,8964.65988,13533.5232,18289.0836,6691.92336,9291.27168,7242.28128,-0.6310270106449131
Iberville LA,9780,9384.41088,15065.4552,18468.7092,6944.02152,9488.93556,7965.09372,-0.5571320301986615
Jackson LA,8700,9174.53544,14189.1444,18895.932,6476.64912,7390.24296,6873.76176,-1.0830779598946751
Jefferson LA,12377.5596,10014.03444,13363.1364,17462.8128,8113.3572,10548.4812,8654.28144,0.1339768651494778
Jefferson Davis LA,8700,9504.33912,14220.0648,18536.6832,6596.1504,7413.6372,6910.57836,-0.7912816246483141
Lafayette LA,11131.53516,9474.35748,14174.3028,18289.0836,7466.32764,10062.06084,8333.96124,0.3073800469339716
Lafourche LA,10316.83884,9414.39252,14727.0252,17462.8128,7149.40356,9763.85748,7890.14868,-0.2826990501452501
La Salle LA,8700,8604.87372,15282.6048,18752.2344,6270.23808,7454.10864,6934.32792,-0.734981995839135
Lincoln LA,9492,9774.17796,13391.5764,18895.932,6980.89596,8060.35176,7323.63276,-0.6531243456096659
Livingston LA,12265.7316,9384.41088,15136.8564,17355.0384,7844.70048,10558.50516,8819.32836,-0.0764594483769769
Madison LA,8700,8934.67752,13222.3956,18895.932,6389.73852,7445.17752,6557.25,-1.7335396145259196
Morehouse LA,8700,8574.89136,13752.9492,18895.932,6259.374,7717.86036,6637.3674,-1.516981904338908
Natchitoches LA,10176,9204.51636,13379.6928,18069.6612,7022.32548,7906.6758,7111.22676,-0.7677883004397908
Orleans LA,12708.6456,11003.4456,12204.9516,17462.8128,8591.82564,10697.53128,8850.03876,-0.3074976912476186
Ouachita LA,9808.92552,9354.42768,13377.2136,18792.0324,6943.63848,9245.53416,7558.51536,-0.7031824377703572
Plaquemines LA,16414.2732,9534.32148,14015.4108,17462.8128,9402.19848,12365.7336,10457.6016,-0.5850922901311201
Pointe Coupee LA,10939.35204,9624.26664,15592.7496,18001.6848,7451.00976,9954.86496,8576.02368,-0.46050033032461096
Rapides LA,9963.48264,8484.9456,13584.1116,16744.314,6684.59328,9470.21268,6900.5742,-0.6002024556373197
Red River LA,9000,9414.39252,14332.0884,15051.9696,6672.26076,7435.93068,6125.59392,-1.492630381400203
Richland LA,8700,9234.49872,13993.5204,18895.932,6498.37572,7597.38132,6897.5274,-1.212579285036347
Sabine LA,9240,9204.51636,14172.3936,18069.6612,6683.17524,7786.27656,6957.75804,-1.1355422300296627
St. Bernard LA,12110.142,10014.03444,14074.8312,17462.8128,8016.4614,10428.096,8710.57032,-0.7172199490995111
St. Charles LA,12453.9636,10823.55252,14883.7428,17462.8128,8434.36152,10582.87716,9337.62528,0.4705903625333209
St. Helena LA,8614.90356,9984.05268,15697.0512,18468.7092,6739.1352,8897.00388,7780.74972,-1.3358128696352274
St. James LA,9648,10763.58912,15271.5336,17462.8128,7395.92436,9339.8562,8154,-0.2656135058845736
St. John the Baptist LA,11880.92868,10373.8206,14762.5608,17462.8128,8063.77368,10324.90728,8899.46124,-0.21259659222893698
St. Landry LA,8892,9174.53544,13455.492,18392.9844,6546.21828,7480.59228,6647.8044,-1.0805895203561489
St. Martin LA,8380.49196,9564.30252,15121.8264,18289.0836,6502.10664,8805.17796,7340.90628,-0.6146312576746339
St. Mary LA,10668,8964.65988,13266.5508,18392.9844,7113.687,8318.21856,7356.3984,-1.3711990778643681
St. Tammany LA,13829.2488,10553.71284,14637.6252,17462.8128,8834.90844,11202.00372,9800.72676,0.40289833031589417
Tangipahoa LA,10692,9564.30252,14070.2256,18468.7092,7339.65672,9583.0788,8112.79692,-0.6685582284654833
Tensas LA,8700,9114.5706,14460.5568,18895.932,6454.92192,7566.39996,6967.02756,-0.9089827472787774
Terrebonne LA,11097.43212,9024.624,14404.416,17462.8128,7291.01436,10126.09056,8034.3516,-0.473645051165737
Union LA,7254.5178,9234.49872,14526.5904,18792.0324,5974.62084,8133.76536,6641.21124,-0.9652303276531488
Vermilion LA,8736,9354.42768,14985.672,18289.0836,6554.87544,8848.60908,7367.71068,-0.4079581887702157
Vernon LA,12336,9594.28488,13186.206,16848.2136,7946.2068,8786.14092,7855.5234,-0.6500413819983991
Washington LA,8700,9684.23076,14016.7908,18572.6088,6661.33224,7650.15084,6990.65256,-1.3118871213312249
Webster LA,8700,9204.51636,13700.016,17965.7604,6487.51248,9016.23264,6936.86724,-1.2198334102614463
West Baton Rouge LA,11609.10792,10373.8206,14784.0084,17355.0384,7965.282,10259.67408,8770.18728,0.2621598909444824
West Carroll LA,8700,8874.71412,14250.8304,18895.932,6368.01192,7495.0488,6812.01924,-1.24226021416678
West Feliciana LA,10308.99312,9894.10548,15561.3984,18468.7092,7320.37944,9667.98852,8490.53904,-0.12380671193108056
Winn LA,8700,8814.74928,13973.4072,18752.2344,6346.28472,7359.8064,6649.00416,-1.3350245595263601
Androscoggin ME,11364,11003.4456,13704.066,15054.0936,8104.60764,12647.0052,8114.71872,0.3010628992523969
Aroostook ME,8808,10703.62428,14619.186,19080.6624,7069.83108,10357.7688,7756.80468,-0.0978289243137846
Cumberland ME,18827.2632,12292.6776,14162.7924,13868.5728,11275.98192,16156.4664,12551.976,1.4732765734583644
Franklin ME,9036,10943.4822,15323.3892,15200.7744,7239.35376,10293.53028,7001.61696,0.1127239585517565
Hancock ME,11040,11962.87428,14950.0956,19080.6624,8334.84888,11027.34888,9414.24972,0.6171820447139399
Kennebec ME,10104,10853.53416,14349.5352,14769.6756,7593.74124,10732.49928,7108.19532,0.49848865485223043
Knox ME,10548,12112.7844,15106.5924,14769.6756,8210.89596,10993.1052,8075.39868,0.6020417064887451
Lincoln ME,11100,12682.446,15179.0328,14769.6756,8617.31832,11263.25316,8614.74972,0.46978229299452295
Oxford ME,10056,10523.73264,15124.1328,14769.6756,7456.84932,10769.28732,7194.42192,0.19164588545135897
Penobscot ME,11802.02568,10673.64036,14307.3312,15628.8924,8143.82004,12766.176,8531.30496,0.2724470112746921
Piscataquis ME,8808,11423.19648,15179.7552,15775.572,7330.56084,10524.65628,7293.78144,-0.5324321658384443
Sagadahoc ME,13032,12952.2852,14782.7184,13868.5728,9415.13088,13382.1504,9711.14064,0.7173909561937433
Somerset ME,9576,10103.98164,15058.2012,15775.572,7130.8338,10509.7734,7035.89064,-0.30852442530688556
Waldo ME,10920,12172.7496,14815.0092,15200.7744,8367.41376,11295.77268,8372.78904,0.26302464943968995
Washington ME,9540,10613.67768,14823.9312,19080.6624,7302.47244,10396.6992,8080.14036,-0.7002560933434016
York ME,15062.166,11782.9812,14819.4828,13868.5728,9727.05612,14327.7132,10334.49972,0.8757188358714779
Allegany MD,8874.01464,8484.9456,14801.4384,10780.78416,6289.83624,13103.316,5980.41396,0.053858459987994066
Anne Arundel MD,21057.8352,10313.85576,14893.9728,10780.78416,11367.20064,18764.5152,12920.9844,1.9020534373404903
Baltimore MD,16486.6512,9534.32148,14028.264,10780.78416,9428.42436,16568.1156,9921.2424,1.4086319484226788
Calvert MD,19149.5916,11782.9812,16605.7476,10780.78416,11208.09084,17957.8692,13028.1168,2.056999133515175
Caroline MD,11244,9354.42768,15470.5068,10884.68412,7463.62284,12163.7052,7150.82004,-0.023474398242424033
Carroll MD,14334.0156,10223.90988,16289.5644,10780.78416,8898.3054,15533.8008,9716.21124,1.7931788552204304
Cecil MD,14932.3188,9204.51636,15956.838,10780.78416,8745.7266,15632.9412,9499.8516,0.9158662592984214
Charles MD,21190.5348,9894.10548,15997.3956,10780.78416,11263.19088,18950.2656,13235.0928,1.7076106593217533
Dorchester MD,10824,9114.5706,14934.132,10884.68412,7224.531,11938.1514,6694.8984,0.24974704082372456
Frederick MD,17914.9464,9924.08784,15734.6808,10780.78416,10087.17996,17357.5272,11245.13304,2.0348041370438286
Garrett MD,8808,9054.60648,15816.42,10884.68412,6472.32636,11312.99928,5984.49612,0.2806583818098885
Harford MD,15916.8372,10073.99928,15401.1912,10780.78416,9417.50532,16294.326,10203.92208,1.6578260703773562
Howard MD,21728.9496,11213.32032,14838.7104,10780.78416,11936.28372,19086.978,13766.8896,3.0607995145937856
